tanggal,kategori,komoditas,satuan,pasar,harga,rata_harian,rata_hitung,selisih_rata
2024-01-27,JAGUNG,Jagung Pipilan Kering (Jenis Kecil),Kg,Pasar Balongsari,10000,10500,10500,0
2024-01-27,JAGUNG,Jagung Pipilan Kering (Jenis Besar),Kg,Pasar Tambahrejo,10000,9714.285714,9714.285714,0
2024-01-27,JAGUNG,Jagung Pipilan Kering (Jenis Besar),Kg,Pasar Pucang Anom,10000,9714.285714,9714.285714,0
2024-01-27,JAGUNG,Jagung Pipilan Kering (Jenis Besar),Kg,Pasar Wonokromo,9000,9714.285714,9714.285714,0
2024-01-27,JAGUNG,Jagung Pipilan Kering (Jenis Besar),Kg,Pasar Genteng Baru,10000,9714.285714,9714.285714,0
2024-01-27,JAGUNG,Jagung Pipilan Kering (Jenis Besar),Kg,Pasar Pabean,12000,9714.285714,9714.285714,0
2024-01-27,JAGUNG,Jagung Pipilan Kering (Jenis Besar),Kg,Pasar Kembang,9000,9714.285714,9714.285714,0
2024-01-27,JAGUNG,Jagung Pipilan Kering (Jenis Besar),Kg,Pasar Balongsari,8000,9714.285714,9714.285714,0
2024-01-27,GARAM BERYODIUM,Garam Halus (Cap Kapal),500 Gr/Bngks,Pasar Tambahrejo,3000,3857.142857,3857.142857,0
2024-01-27,GARAM BERYODIUM,Garam Halus (Cap Kapal),500 Gr/Bngks,Pasar Pucang Anom,4000,3857.142857,3857.142857,0
2024-01-27,GARAM BERYODIUM,Garam Halus (Cap Kapal),500 Gr/Bngks,Pasar Wonokromo,5000,3857.142857,3857.142857,0
2024-01-27,GARAM BERYODIUM,Garam Halus (Cap Kapal),500 Gr/Bngks,Pasar Genteng Baru,5000,3857.142857,3857.142857,0
2024-01-27,GARAM BERYODIUM,Garam Halus (Cap Kapal),500 Gr/Bngks,Pasar Pabean,2500,3857.142857,3857.142857,0
2024-01-27,GARAM BERYODIUM,Garam Halus (Cap Kapal),500 Gr/Bngks,Pasar Kembang,5000,3857.142857,3857.142857,0
2024-01-27,GARAM BERYODIUM,Garam Halus (Cap Kapal),500 Gr/Bngks,Pasar Balongsari,2500,3857.142857,3857.142857,0
2024-01-27,TEPUNG TERIGU,"Tepung Terigu ""Segitiga Biru"" Curah",Kg,Pasar Tambahrejo,10000,10500,10500,0
2024-01-27,TEPUNG TERIGU,"Tepung Terigu ""Segitiga Biru"" Curah",Kg,Pasar Pucang Anom,10500,10500,10500,0
2024-01-27,TEPUNG TERIGU,"Tepung Terigu ""Segitiga Biru"" Curah",Kg,Pasar Wonokromo,10000,10500,10500,0
2024-01-27,TEPUNG TERIGU,"Tepung Terigu ""Segitiga Biru"" Curah",Kg,Pasar Genteng Baru,11000,10500,10500,0
2024-01-27,TEPUNG TERIGU,"Tepung Terigu ""Segitiga Biru"" Curah",Kg,Pasar Pabean,12000,10500,10500,0
2024-01-27,TEPUNG TERIGU,"Tepung Terigu ""Segitiga Biru"" Curah",Kg,Pasar Kembang,10000,10500,10500,0
2024-01-27,TEPUNG TERIGU,"Tepung Terigu ""Segitiga Biru"" Curah",Kg,Pasar Balongsari,10000,10500,10500,0
2024-01-27,KACANG-KACANGAN,Kacang Kedelai (Kualitas Import),Kg,Pasar Tambahrejo,16000,13916.66667,13916.666667,0.000003
2024-01-27,KACANG-KACANGAN,Kacang Kedelai (Kualitas Import),Kg,Pasar Pucang Anom,13000,13916.66667,13916.666667,0.000003
2024-01-27,KACANG-KACANGAN,Kacang Kedelai (Kualitas Import),Kg,Pasar Wonokromo,14000,13916.66667,13916.666667,0.000003
2024-01-27,KACANG-KACANGAN,Kacang Kedelai (Kualitas Import),Kg,Pasar Genteng Baru,14000,13916.66667,13916.666667,0.000003
2024-01-27,KACANG-KACANGAN,Kacang Kedelai (Kualitas Import),Kg,Pasar Pabean,11500,13916.66667,13916.666667,0.000003
2024-01-27,KACANG-KACANGAN,Kacang Kedelai (Kualitas Import),Kg,Pasar Kembang,15000,13916.66667,13916.666667,0.000003
2024-01-27,KACANG-KACANGAN,Kacang Kedelai (Kualitas Import),Kg,Pasar Balongsari,,13916.66667,13916.666667,0.000003
2024-01-27,KACANG-KACANGAN,Kacang Kedelai (Kualitas Lokal),Kg,Pasar Tambahrejo,,14000,14000,0
2024-01-27,KACANG-KACANGAN,Kacang Kedelai (Kualitas Lokal),Kg,Pasar Pucang Anom,,14000,14000,0
2024-01-27,KACANG-KACANGAN,Kacang Kedelai (Kualitas Lokal),Kg,Pasar Wonokromo,15000,14000,14000,0
2024-01-27,KACANG-KACANGAN,Kacang Kedelai (Kualitas Lokal),Kg,Pasar Genteng Baru,,14000,14000,0
2024-01-27,KACANG-KACANGAN,Kacang Kedelai (Kualitas Lokal),Kg,Pasar Pabean,13000,14000,14000,0
2024-01-27,KACANG-KACANGAN,Kacang Kedelai (Kualitas Lokal),Kg,Pasar Kembang,14000,14000,14000,0
2024-01-27,KACANG-KACANGAN,Kacang Kedelai (Kualitas Lokal),Kg,Pasar Balongsari,14000,14000,14000,0
2024-01-27,KACANG-KACANGAN,Kacang Hijau,Kg,Pasar Tambahrejo,24000,22857.14286,22857.142857,0.000003
2024-01-27,KACANG-KACANGAN,Kacang Hijau,Kg,Pasar Pucang Anom,23000,22857.14286,22857.142857,0.000003
2024-01-27,KACANG-KACANGAN,Kacang Hijau,Kg,Pasar Wonokromo,23000,22857.14286,22857.142857,0.000003
2024-01-27,KACANG-KACANGAN,Kacang Hijau,Kg,Pasar Genteng Baru,23000,22857.14286,22857.142857,0.000003
2024-01-27,KACANG-KACANGAN,Kacang Hijau,Kg,Pasar Pabean,20000,22857.14286,22857.142857,0.000003
2024-01-27,KACANG-KACANGAN,Kacang Hijau,Kg,Pasar Kembang,23000,22857.14286,22857.142857,0.000003
2024-01-27,KACANG-KACANGAN,Kacang Hijau,Kg,Pasar Balongsari,24000,22857.14286,22857.142857,0.000003
2024-01-27,KACANG-KACANGAN,Kacang Tanah (Jenis Besar),Kg,Pasar Tambahrejo,30000,28714.28571,28714.285714,0.000004
2024-01-27,KACANG-KACANGAN,Kacang Tanah (Jenis Besar),Kg,Pasar Pucang Anom,30000,28714.28571,28714.285714,0.000004
2024-01-27,KACANG-KACANGAN,Kacang Tanah (Jenis Besar),Kg,Pasar Wonokromo,28000,28714.28571,28714.285714,0.000004
2024-01-27,KACANG-KACANGAN,Kacang Tanah (Jenis Besar),Kg,Pasar Genteng Baru,30000,28714.28571,28714.285714,0.000004
2024-01-27,KACANG-KACANGAN,Kacang Tanah (Jenis Besar),Kg,Pasar Pabean,27000,28714.28571,28714.285714,0.000004
2024-01-27,KACANG-KACANGAN,Kacang Tanah (Jenis Besar),Kg,Pasar Kembang,28000,28714.28571,28714.285714,0.000004
2024-01-27,KACANG-KACANGAN,Kacang Tanah (Jenis Besar),Kg,Pasar Balongsari,28000,28714.28571,28714.285714,0.000004
2024-01-27,MIE INSTAN,Indomie Goreng,86 Gr/Bngks,Pasar Tambahrejo,3000,3116.666667,3116.666667,0
2024-01-27,MIE INSTAN,Indomie Goreng,86 Gr/Bngks,Pasar Pucang Anom,3200,3116.666667,3116.666667,0
2024-01-27,MIE INSTAN,Indomie Goreng,86 Gr/Bngks,Pasar Wonokromo,3000,3116.666667,3116.666667,0
2024-01-27,MIE INSTAN,Indomie Goreng,86 Gr/Bngks,Pasar Genteng Baru,3000,3116.666667,3116.666667,0
2024-01-27,MIE INSTAN,Indomie Goreng,86 Gr/Bngks,Pasar Pabean,,3116.666667,3116.666667,0
2024-01-27,MIE INSTAN,Indomie Goreng,86 Gr/Bngks,Pasar Kembang,3000,3116.666667,3116.666667,0
2024-01-27,MIE INSTAN,Indomie Goreng,86 Gr/Bngks,Pasar Balongsari,3500,3116.666667,3116.666667,0
2024-01-27,C A B E,Cabe Merah Besar,Kg,Pasar Tambahrejo,70000,61714.28571,61714.285714,0.000004
2024-01-27,C A B E,Cabe Merah Besar,Kg,Pasar Pucang Anom,60000,61714.28571,61714.285714,0.000004
2024-01-27,C A B E,Cabe Merah Besar,Kg,Pasar Wonokromo,60000,61714.28571,61714.285714,0.000004
2024-01-27,C A B E,Cabe Merah Besar,Kg,Pasar Genteng Baru,60000,61714.28571,61714.285714,0.000004
2024-01-27,C A B E,Cabe Merah Besar,Kg,Pasar Pabean,65000,61714.28571,61714.285714,0.000004
2024-01-27,C A B E,Cabe Merah Besar,Kg,Pasar Kembang,52000,61714.28571,61714.285714,0.000004
2024-01-27,C A B E,Cabe Merah Besar,Kg,Pasar Balongsari,65000,61714.28571,61714.285714,0.000004
2024-01-27,C A B E,Cabe Merah Kriting,Kg,Pasar Tambahrejo,60000,51428.57143,51428.571429,0.000001
2024-01-27,C A B E,Cabe Merah Kriting,Kg,Pasar Pucang Anom,50000,51428.57143,51428.571429,0.000001
2024-01-27,C A B E,Cabe Merah Kriting,Kg,Pasar Wonokromo,45000,51428.57143,51428.571429,0.000001
2024-01-27,C A B E,Cabe Merah Kriting,Kg,Pasar Genteng Baru,50000,51428.57143,51428.571429,0.000001
2024-01-27,C A B E,Cabe Merah Kriting,Kg,Pasar Pabean,50000,51428.57143,51428.571429,0.000001
2024-01-27,C A B E,Cabe Merah Kriting,Kg,Pasar Kembang,45000,51428.57143,51428.571429,0.000001
2024-01-27,C A B E,Cabe Merah Kriting,Kg,Pasar Balongsari,60000,51428.57143,51428.571429,0.000001
2024-01-27,C A B E,Cabe Merah Kecil-Rawit,Kg,Pasar Tambahrejo,30000,31428.57143,31428.571429,0.000001
2024-01-27,C A B E,Cabe Merah Kecil-Rawit,Kg,Pasar Pucang Anom,30000,31428.57143,31428.571429,0.000001
2024-01-27,C A B E,Cabe Merah Kecil-Rawit,Kg,Pasar Wonokromo,27000,31428.57143,31428.571429,0.000001
2024-01-27,C A B E,Cabe Merah Kecil-Rawit,Kg,Pasar Genteng Baru,30000,31428.57143,31428.571429,0.000001
2024-01-27,C A B E,Cabe Merah Kecil-Rawit,Kg,Pasar Pabean,33000,31428.57143,31428.571429,0.000001
2024-01-27,C A B E,Cabe Merah Kecil-Rawit,Kg,Pasar Kembang,30000,31428.57143,31428.571429,0.000001
2024-01-27,C A B E,Cabe Merah Kecil-Rawit,Kg,Pasar Balongsari,40000,31428.57143,31428.571429,0.000001
2024-01-27,BAHAN BAKAR GAS LPG,Gas LPG Tabung (3 Kg.),Per Tabung,Pasar Tambahrejo,20000,18333.33333,18333.333333,0.000003
2024-01-27,BAHAN BAKAR GAS LPG,Gas LPG Tabung (3 Kg.),Per Tabung,Pasar Pucang Anom,18000,18333.33333,18333.333333,0.000003
2024-01-27,BAHAN BAKAR GAS LPG,Gas LPG Tabung (3 Kg.),Per Tabung,Pasar Wonokromo,18000,18333.33333,18333.333333,0.000003
2024-01-27,BAHAN BAKAR GAS LPG,Gas LPG Tabung (3 Kg.),Per Tabung,Pasar Genteng Baru,18000,18333.33333,18333.333333,0.000003
2024-01-27,BAHAN BAKAR GAS LPG,Gas LPG Tabung (3 Kg.),Per Tabung,Pasar Pabean,,18333.33333,18333.333333,0.000003
2024-01-27,BAHAN BAKAR GAS LPG,Gas LPG Tabung (3 Kg.),Per Tabung,Pasar Kembang,18000,18333.33333,18333.333333,0.000003
2024-01-27,BAHAN BAKAR GAS LPG,Gas LPG Tabung (3 Kg.),Per Tabung,Pasar Balongsari,18000,18333.33333,18333.333333,0.000003
2024-01-27,BAWANG,Bawang Putih (Jenis Kating),Kg,Pasar Tambahrejo,36000,36285.71429,36285.714286,0.000004
2024-01-27,BAWANG,Bawang Putih (Jenis Kating),Kg,Pasar Pucang Anom,35000,36285.71429,36285.714286,0.000004
2024-01-27,BAWANG,Bawang Putih (Jenis Kating),Kg,Pasar Wonokromo,36000,36285.71429,36285.714286,0.000004
2024-01-27,BAWANG,Bawang Putih (Jenis Kating),Kg,Pasar Genteng Baru,35000,36285.71429,36285.714286,0.000004
2024-01-27,BAWANG,Bawang Putih (Jenis Kating),Kg,Pasar Pabean,37000,36285.71429,36285.714286,0.000004
2024-01-27,BAWANG,Bawang Putih (Jenis Kating),Kg,Pasar Kembang,35000,36285.71429,36285.714286,0.000004
2024-01-27,BAWANG,Bawang Putih (Jenis Kating),Kg,Pasar Balongsari,40000,36285.71429,36285.714286,0.000004
2024-01-27,BAWANG,Bawang Putih (Jenis Sinco),Kg,Pasar Tambahrejo,34000,33000,33000,0
2024-01-27,BAWANG,Bawang Putih (Jenis Sinco),Kg,Pasar Pucang Anom,32000,33000,33000,0
2024-01-27,BAWANG,Bawang Putih (Jenis Sinco),Kg,Pasar Wonokromo,34000,33000,33000,0
2024-01-27,BAWANG,Bawang Putih (Jenis Sinco),Kg,Pasar Genteng Baru,32000,33000,33000,0
2024-01-27,BAWANG,Bawang Putih (Jenis Sinco),Kg,Pasar Pabean,32000,33000,33000,0
2024-01-27,BAWANG,Bawang Putih (Jenis Sinco),Kg,Pasar Kembang,34000,33000,33000,0
2024-01-27,BAWANG,Bawang Putih (Jenis Sinco),Kg,Pasar Balongsari,33000,33000,33000,0
2024-01-27,BAWANG,Bawang Merah (Kualitas Lokal),Kg,Pasar Tambahrejo,27000,27142.85714,27142.857143,0.000003
2024-01-27,BAWANG,Bawang Merah (Kualitas Lokal),Kg,Pasar Pucang Anom,28000,27142.85714,27142.857143,0.000003
2024-01-27,BAWANG,Bawang Merah (Kualitas Lokal),Kg,Pasar Wonokromo,25000,27142.85714,27142.857143,0.000003
2024-01-27,BAWANG,Bawang Merah (Kualitas Lokal),Kg,Pasar Genteng Baru,28000,27142.85714,27142.857143,0.000003
2024-01-27,BAWANG,Bawang Merah (Kualitas Lokal),Kg,Pasar Pabean,22000,27142.85714,27142.857143,0.000003
2024-01-27,BAWANG,Bawang Merah (Kualitas Lokal),Kg,Pasar Kembang,25000,27142.85714,27142.857143,0.000003
2024-01-27,BAWANG,Bawang Merah (Kualitas Lokal),Kg,Pasar Balongsari,35000,27142.85714,27142.857143,0.000003
2024-01-27,BAWANG,Bawang Bombay,Kg,Pasar Tambahrejo,28000,26833.33333,26833.333333,0.000003
2024-01-27,BAWANG,Bawang Bombay,Kg,Pasar Pucang Anom,25000,26833.33333,26833.333333,0.000003
2024-01-27,BAWANG,Bawang Bombay,Kg,Pasar Wonokromo,28000,26833.33333,26833.333333,0.000003
2024-01-27,BAWANG,Bawang Bombay,Kg,Pasar Genteng Baru,30000,26833.33333,26833.333333,0.000003
2024-01-27,BAWANG,Bawang Bombay,Kg,Pasar Pabean,25000,26833.33333,26833.333333,0.000003
2024-01-27,BAWANG,Bawang Bombay,Kg,Pasar Kembang,25000,26833.33333,26833.333333,0.000003
2024-01-27,BAWANG,Bawang Bombay,Kg,Pasar Balongsari,,26833.33333,26833.333333,0.000003
2024-01-27,UBI-UBIAN,Ketela Pohon,Kg,Pasar Tambahrejo,7000,5714.285714,5714.285714,0
2024-01-27,UBI-UBIAN,Ketela Pohon,Kg,Pasar Pucang Anom,7000,5714.285714,5714.285714,0
2024-01-27,UBI-UBIAN,Ketela Pohon,Kg,Pasar Wonokromo,5000,5714.285714,5714.285714,0
2024-01-27,UBI-UBIAN,Ketela Pohon,Kg,Pasar Genteng Baru,6000,5714.285714,5714.285714,0
2024-01-27,UBI-UBIAN,Ketela Pohon,Kg,Pasar Pabean,5000,5714.285714,5714.285714,0
2024-01-27,UBI-UBIAN,Ketela Pohon,Kg,Pasar Kembang,5000,5714.285714,5714.285714,0
2024-01-27,UBI-UBIAN,Ketela Pohon,Kg,Pasar Balongsari,5000,5714.285714,5714.285714,0
2024-01-27,UBI-UBIAN,Ubi Jalar,Kg,Pasar Tambahrejo,7000,6000,6000,0
2024-01-27,UBI-UBIAN,Ubi Jalar,Kg,Pasar Pucang Anom,6000,6000,6000,0
2024-01-27,UBI-UBIAN,Ubi Jalar,Kg,Pasar Wonokromo,6000,6000,6000,0
2024-01-27,UBI-UBIAN,Ubi Jalar,Kg,Pasar Genteng Baru,6000,6000,6000,0
2024-01-27,UBI-UBIAN,Ubi Jalar,Kg,Pasar Pabean,5000,6000,6000,0
2024-01-27,UBI-UBIAN,Ubi Jalar,Kg,Pasar Kembang,6000,6000,6000,0
2024-01-27,UBI-UBIAN,Ubi Jalar,Kg,Pasar Balongsari,6000,6000,6000,0
2024-01-27,SAYUR-SAYURAN,Kubis,Kg,Pasar Tambahrejo,8000,8000,8000,0
2024-01-27,SAYUR-SAYURAN,Kubis,Kg,Pasar Pucang Anom,8000,8000,8000,0
2024-01-27,SAYUR-SAYURAN,Kubis,Kg,Pasar Wonokromo,10000,8000,8000,0
2024-01-27,SAYUR-SAYURAN,Kubis,Kg,Pasar Genteng Baru,8000,8000,8000,0
2024-01-27,SAYUR-SAYURAN,Kubis,Kg,Pasar Pabean,6000,8000,8000,0
2024-01-27,SAYUR-SAYURAN,Kubis,Kg,Pasar Kembang,8000,8000,8000,0
2024-01-27,SAYUR-SAYURAN,Kubis,Kg,Pasar Balongsari,,8000,8000,0
2024-01-27,SAYUR-SAYURAN,Buncis,Kg,Pasar Tambahrejo,8000,12571.42857,12571.428571,0.000001
2024-01-27,SAYUR-SAYURAN,Buncis,Kg,Pasar Pucang Anom,10000,12571.42857,12571.428571,0.000001
2024-01-27,SAYUR-SAYURAN,Buncis,Kg,Pasar Wonokromo,20000,12571.42857,12571.428571,0.000001
2024-01-27,SAYUR-SAYURAN,Buncis,Kg,Pasar Genteng Baru,14000,12571.42857,12571.428571,0.000001
2024-01-27,SAYUR-SAYURAN,Buncis,Kg,Pasar Pabean,6000,12571.42857,12571.428571,0.000001
2024-01-27,SAYUR-SAYURAN,Buncis,Kg,Pasar Kembang,15000,12571.42857,12571.428571,0.000001
2024-01-27,SAYUR-SAYURAN,Buncis,Kg,Pasar Balongsari,15000,12571.42857,12571.428571,0.000001
2024-01-27,SAYUR-SAYURAN,Kentang,Kg,Pasar Tambahrejo,18000,16000,16000,0
2024-01-27,SAYUR-SAYURAN,Kentang,Kg,Pasar Pucang Anom,16000,16000,16000,0
2024-01-27,SAYUR-SAYURAN,Kentang,Kg,Pasar Wonokromo,17000,16000,16000,0
2024-01-27,SAYUR-SAYURAN,Kentang,Kg,Pasar Genteng Baru,15000,16000,16000,0
2024-01-27,SAYUR-SAYURAN,Kentang,Kg,Pasar Pabean,15000,16000,16000,0
2024-01-27,SAYUR-SAYURAN,Kentang,Kg,Pasar Kembang,15000,16000,16000,0
2024-01-27,SAYUR-SAYURAN,Kentang,Kg,Pasar Balongsari,16000,16000,16000,0
2024-01-27,SAYUR-SAYURAN,Tomat,Kg,Pasar Tambahrejo,20000,15000,15000,0
2024-01-27,SAYUR-SAYURAN,Tomat,Kg,Pasar Pucang Anom,15000,15000,15000,0
2024-01-27,SAYUR-SAYURAN,Tomat,Kg,Pasar Wonokromo,10000,15000,15000,0
2024-01-27,SAYUR-SAYURAN,Tomat,Kg,Pasar Genteng Baru,10000,15000,15000,0
2024-01-27,SAYUR-SAYURAN,Tomat,Kg,Pasar Pabean,20000,15000,15000,0
2024-01-27,SAYUR-SAYURAN,Tomat,Kg,Pasar Kembang,7000,15000,15000,0
2024-01-27,SAYUR-SAYURAN,Tomat,Kg,Pasar Balongsari,23000,15000,15000,0
2024-01-27,SAYUR-SAYURAN,Wortel (Kualitas Lokal),Kg,Pasar Tambahrejo,10000,12571.42857,12571.428571,0.000001
2024-01-27,SAYUR-SAYURAN,Wortel (Kualitas Lokal),Kg,Pasar Pucang Anom,12000,12571.42857,12571.428571,0.000001
2024-01-27,SAYUR-SAYURAN,Wortel (Kualitas Lokal),Kg,Pasar Wonokromo,14000,12571.42857,12571.428571,0.000001
2024-01-27,SAYUR-SAYURAN,Wortel (Kualitas Lokal),Kg,Pasar Genteng Baru,12000,12571.42857,12571.428571,0.000001
2024-01-27,SAYUR-SAYURAN,Wortel (Kualitas Lokal),Kg,Pasar Pabean,10000,12571.42857,12571.428571,0.000001
2024-01-27,SAYUR-SAYURAN,Wortel (Kualitas Lokal),Kg,Pasar Kembang,14000,12571.42857,12571.428571,0.000001
2024-01-27,SAYUR-SAYURAN,Wortel (Kualitas Lokal),Kg,Pasar Balongsari,16000,12571.42857,12571.428571,0.000001
2024-01-27,SAYUR-SAYURAN,Terong Ungu (Jenis Sayur),Kg,Pasar Tambahrejo,7000,8285.714286,8285.714286,0
2024-01-27,SAYUR-SAYURAN,Terong Ungu (Jenis Sayur),Kg,Pasar Pucang Anom,8000,8285.714286,8285.714286,0
2024-01-27,SAYUR-SAYURAN,Terong Ungu (Jenis Sayur),Kg,Pasar Wonokromo,9000,8285.714286,8285.714286,0
2024-01-27,SAYUR-SAYURAN,Terong Ungu (Jenis Sayur),Kg,Pasar Genteng Baru,8000,8285.714286,8285.714286,0
2024-01-27,SAYUR-SAYURAN,Terong Ungu (Jenis Sayur),Kg,Pasar Pabean,9000,8285.714286,8285.714286,0
2024-01-27,SAYUR-SAYURAN,Terong Ungu (Jenis Sayur),Kg,Pasar Kembang,9000,8285.714286,8285.714286,0
2024-01-27,SAYUR-SAYURAN,Terong Ungu (Jenis Sayur),Kg,Pasar Balongsari,8000,8285.714286,8285.714286,0
2024-01-27,SAYUR-SAYURAN,Bayam (Jenis Sayur),Ikat Kecil,Pasar Tambahrejo,1500,1714.285714,1714.285714,0
2024-01-27,SAYUR-SAYURAN,Bayam (Jenis Sayur),Ikat Kecil,Pasar Pucang Anom,1500,1714.285714,1714.285714,0
2024-01-27,SAYUR-SAYURAN,Bayam (Jenis Sayur),Ikat Kecil,Pasar Wonokromo,2000,1714.285714,1714.285714,0
2024-01-27,SAYUR-SAYURAN,Bayam (Jenis Sayur),Ikat Kecil,Pasar Genteng Baru,2000,1714.285714,1714.285714,0
2024-01-27,SAYUR-SAYURAN,Bayam (Jenis Sayur),Ikat Kecil,Pasar Pabean,1500,1714.285714,1714.285714,0
2024-01-27,SAYUR-SAYURAN,Bayam (Jenis Sayur),Ikat Kecil,Pasar Kembang,2000,1714.285714,1714.285714,0
2024-01-27,SAYUR-SAYURAN,Bayam (Jenis Sayur),Ikat Kecil,Pasar Balongsari,1500,1714.285714,1714.285714,0
2024-01-27,SAYUR-SAYURAN,Kangkung (Jenis Panjang),Ikat Kecil,Pasar Tambahrejo,1000,1428.571429,1428.571429,0
2024-01-27,SAYUR-SAYURAN,Kangkung (Jenis Panjang),Ikat Kecil,Pasar Pucang Anom,1500,1428.571429,1428.571429,0
2024-01-27,SAYUR-SAYURAN,Kangkung (Jenis Panjang),Ikat Kecil,Pasar Wonokromo,1500,1428.571429,1428.571429,0
2024-01-27,SAYUR-SAYURAN,Kangkung (Jenis Panjang),Ikat Kecil,Pasar Genteng Baru,2000,1428.571429,1428.571429,0
2024-01-27,SAYUR-SAYURAN,Kangkung (Jenis Panjang),Ikat Kecil,Pasar Pabean,1500,1428.571429,1428.571429,0
2024-01-27,SAYUR-SAYURAN,Kangkung (Jenis Panjang),Ikat Kecil,Pasar Kembang,1500,1428.571429,1428.571429,0
2024-01-27,SAYUR-SAYURAN,Kangkung (Jenis Panjang),Ikat Kecil,Pasar Balongsari,1000,1428.571429,1428.571429,0
2024-01-27,SAYUR-SAYURAN,Sawi (Jenis Hijau),Ikat Kecil,Pasar Tambahrejo,,2166.666667,2166.666667,0
2024-01-27,SAYUR-SAYURAN,Sawi (Jenis Hijau),Ikat Kecil,Pasar Pucang Anom,2000,2166.666667,2166.666667,0
2024-01-27,SAYUR-SAYURAN,Sawi (Jenis Hijau),Ikat Kecil,Pasar Wonokromo,,2166.666667,2166.666667,0
2024-01-27,SAYUR-SAYURAN,Sawi (Jenis Hijau),Ikat Kecil,Pasar Genteng Baru,,2166.666667,2166.666667,0
2024-01-27,SAYUR-SAYURAN,Sawi (Jenis Hijau),Ikat Kecil,Pasar Pabean,2500,2166.666667,2166.666667,0
2024-01-27,SAYUR-SAYURAN,Sawi (Jenis Hijau),Ikat Kecil,Pasar Kembang,,2166.666667,2166.666667,0
2024-01-27,SAYUR-SAYURAN,Sawi (Jenis Hijau),Ikat Kecil,Pasar Balongsari,2000,2166.666667,2166.666667,0
2024-01-27,AIR MINERAL,Air Mineral (Aqua Galon),19 Ltr/Galon,Pasar Tambahrejo,,17750,17750,0
2024-01-27,AIR MINERAL,Air Mineral (Aqua Galon),19 Ltr/Galon,Pasar Pucang Anom,,17750,17750,0
2024-01-27,AIR MINERAL,Air Mineral (Aqua Galon),19 Ltr/Galon,Pasar Wonokromo,18000,17750,17750,0
2024-01-27,AIR MINERAL,Air Mineral (Aqua Galon),19 Ltr/Galon,Pasar Genteng Baru,17000,17750,17750,0
2024-01-27,AIR MINERAL,Air Mineral (Aqua Galon),19 Ltr/Galon,Pasar Pabean,,17750,17750,0
2024-01-27,AIR MINERAL,Air Mineral (Aqua Galon),19 Ltr/Galon,Pasar Kembang,18000,17750,17750,0
2024-01-27,AIR MINERAL,Air Mineral (Aqua Galon),19 Ltr/Galon,Pasar Balongsari,18000,17750,17750,0
2024-01-28,BERAS,Beras Premium,Kg,Pasar Tambahrejo,14000,14000,14000,0
2024-01-28,BERAS,Beras Premium,Kg,Pasar Pucang Anom,14000,14000,14000,0
2024-01-28,BERAS,Beras Premium,Kg,Pasar Wonokromo,14000,14000,14000,0
2024-01-28,BERAS,Beras Premium,Kg,Pasar Genteng Baru,14000,14000,14000,0
2024-01-28,BERAS,Beras Premium,Kg,Pasar Pabean,14000,14000,14000,0
2024-01-28,BERAS,Beras Premium,Kg,Pasar Kembang,14000,14000,14000,0
2024-01-28,BERAS,Beras Premium,Kg,Pasar Balongsari,14000,14000,14000,0
2024-01-28,BERAS,Beras Medium Bulog,Kg,Pasar Tambahrejo,10900,10900,10900,0
2024-01-28,BERAS,Beras Medium Bulog,Kg,Pasar Pucang Anom,10900,10900,10900,0
2024-01-28,BERAS,Beras Medium Bulog,Kg,Pasar Wonokromo,10900,10900,10900,0
2024-01-28,BERAS,Beras Medium Bulog,Kg,Pasar Genteng Baru,10900,10900,10900,0
2024-01-28,BERAS,Beras Medium Bulog,Kg,Pasar Pabean,10900,10900,10900,0
2024-01-28,BERAS,Beras Medium Bulog,Kg,Pasar Kembang,10900,10900,10900,0
2024-01-28,BERAS,Beras Medium Bulog,Kg,Pasar Balongsari,,10900,10900,0
2024-01-28,BERAS,Beras Medium,Kg,Pasar Tambahrejo,,0,,
2024-01-28,BERAS,Beras Medium,Kg,Pasar Pucang Anom,,0,,
2024-01-28,BERAS,Beras Medium,Kg,Pasar Wonokromo,,0,,
2024-01-28,BERAS,Beras Medium,Kg,Pasar Genteng Baru,,0,,
2024-01-28,BERAS,Beras Medium,Kg,Pasar Pabean,,0,,
2024-01-28,BERAS,Beras Medium,Kg,Pasar Kembang,,0,,
2024-01-28,BERAS,Beras Medium,Kg,Pasar Balongsari,,0,,
2024-01-28,BERAS,Beras Jagung,Kg,Pasar Tambahrejo,,10333.33333,10333.333333,0.000003
2024-01-28,BERAS,Beras Jagung,Kg,Pasar Pucang Anom,10000,10333.33333,10333.333333,0.000003
2024-01-28,BERAS,Beras Jagung,Kg,Pasar Wonokromo,12000,10333.33333,10333.333333,0.000003
2024-01-28,BERAS,Beras Jagung,Kg,Pasar Genteng Baru,10000,10333.33333,10333.333333,0.000003
2024-01-28,BERAS,Beras Jagung,Kg,Pasar Pabean,10000,10333.33333,10333.333333,0.000003
2024-01-28,BERAS,Beras Jagung,Kg,Pasar Kembang,12000,10333.33333,10333.333333,0.000003
2024-01-28,BERAS,Beras Jagung,Kg,Pasar Balongsari,8000,10333.33333,10333.333333,0.000003
2024-01-28,BERAS,Beras Ketan (Jenis Siyem),Kg,Pasar Tambahrejo,,19000,19000,0
2024-01-28,BERAS,Beras Ketan (Jenis Siyem),Kg,Pasar Pucang Anom,21000,19000,19000,0
